title,company,location,link
AI(인공지능) 개발자,휴먼디지털,서울,https://kr.indeed.com/rc/clk?jk=d498993697237b33&fccid=796208c8550d9592&vjs=3
Changshu Kasmain Cookware,LinkEra,서울,https://kr.indeed.com/rc/clk?jk=bd374497eaf01ef2&fccid=d663ca4222331cfa&vjs=3
[ZUM] 데이터 사이언티스트 (경력),미래에셋제5호기업인수목적,서울 서초구,https://kr.indeed.com/rc/clk?jk=ad6b78e0fe568235&fccid=ab86455be0527699&vjs=3
게임플랫폼 Client 개발,Success Korea,경기도 성남,https://kr.indeed.com/rc/clk?jk=913dea5d207616b9&fccid=d29ddc820620b02e&vjs=3
"주식운용, 마케팅",디지비자산운용,서울 여의도역,https://kr.indeed.com/rc/clk?jk=aa543771fc36823f&fccid=29cdf8bb27f56746&vjs=3
대용량 분석환경 구축 경력사원,GS ITM,서울 종로구,https://kr.indeed.com/rc/clk?jk=c4a366512b19038e&fccid=619a8f6fadae8531&vjs=3
시스템 프로그래머,에너지 거래소 및 에너지데이터 중개,서울,https://kr.indeed.com/rc/clk?jk=33fbfcd01ae23602&fccid=4e1e987c1e1e984d&vjs=3
머신러닝 (데이터플랫폼 구축 및 분석 시스템 개발)(3~12년 차) 경력자 (국내 대기업 계열 건설회사),에이치엘비파트너스,서울,https://kr.indeed.com/rc/clk?jk=1cc0e9aa192f7a6f&fccid=ef7ecb35bcf9a2de&vjs=3
기업부설연구소 연구원 경력 정규직,이룸에스엔에스,경기도 부천,https://kr.indeed.com/rc/clk?jk=7a4a03e57d1263a2&fccid=56bc9acea1bc8fe0&vjs=3
데이터 분석,Success Korea,서울 강남구,https://kr.indeed.com/rc/clk?jk=a54b90ba32c7f68e&fccid=d29ddc820620b02e&vjs=3
Data Analyst (3년 이상),Success Korea,서울,https://kr.indeed.com/rc/clk?jk=0ec5b648329eb0eb&fccid=d29ddc820620b02e&vjs=3
모바일게임 서버개발자 모집,Success Korea,성남 서현동,https://kr.indeed.com/rc/clk?jk=52b0b1936e8b4732&fccid=d29ddc820620b02e&vjs=3
시스템 엔지니어,Success Korea,서울 삼성동,https://kr.indeed.com/rc/clk?jk=516545e5882be38c&fccid=d29ddc820620b02e&vjs=3
데이터 분석가,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=450cd18a140afa16&fccid=d29ddc820620b02e&vjs=3
(데이터개발) 분석플랫폼 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/rc/clk?jk=d67455aa6c39f28e&fccid=aba87288e4cc3687&vjs=3
(데이터개발) 백엔드 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/rc/clk?jk=b51f7378e367a91c&fccid=aba87288e4cc3687&vjs=3
Software Engineer - Seoul,MOLOCO,서울 강남구,https://kr.indeed.com/rc/clk?jk=e2461a0de4efb67f&fccid=27317bcae2b26fe5&vjs=3
빅데이터 분석,Success Korea,서울 삼성동,https://kr.indeed.com/rc/clk?jk=8e6657a5f7faa7f0&fccid=d29ddc820620b02e&vjs=3
코어팀 수석,국내기업,서울 강남구,https://kr.indeed.com/rc/clk?jk=421ddd42a0d260f4&fccid=78e9bc093d97e817&vjs=3
"S/W 엔지니어, IT기술지원 신입/경력 정규직",시큐어키,서울 금천구,https://kr.indeed.com/rc/clk?jk=9a09dbf989f3801c&fccid=8d12eb6f6e6848d3&vjs=3
모바일 RPG 게임,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=4e4c0ded02e9efd4&fccid=d29ddc820620b02e&vjs=3
게임플랫폼 서버개발,Success Korea,성남 서현역,https://kr.indeed.com/rc/clk?jk=54a07508e05274ad&fccid=d29ddc820620b02e&vjs=3
머신러닝,Success Korea,서울 선릉역,https://kr.indeed.com/rc/clk?jk=5ecb57c806c47aa0&fccid=d29ddc820620b02e&vjs=3
API설계/개발,Success Korea,서울 선릉역,https://kr.indeed.com/rc/clk?jk=4f76e06ec22d352a&fccid=d29ddc820620b02e&vjs=3
Media Delivery Server 개발,Success Korea,성남 분당구,https://kr.indeed.com/rc/clk?jk=dae2c7e9525b116a&fccid=d29ddc820620b02e&vjs=3
"웹개발, JAVA 외 경력 정규직, 계약직",오에스씨코리아이카이카,서울 서초구,https://kr.indeed.com/rc/clk?jk=957b9bde11462dce&fccid=a98a6a353e08553a&vjs=3
Data Scientist,해외송금 전문업체,서울 강남구,https://kr.indeed.com/rc/clk?jk=4ae8dc6f5a02d1db&fccid=ba8908d7e0cd2677&vjs=3
Data Analyst (3년이상),Success Korea,서울,https://kr.indeed.com/rc/clk?jk=91805cdafa75095d&fccid=d29ddc820620b02e&vjs=3
"iOS, Android 외 신입/경력 정규직",스마트디아그노시스,서울 마포구,https://kr.indeed.com/rc/clk?jk=97e7cdac4a9c1b58&fccid=f4795b9234b4c245&vjs=3
서버개발자,Success Korea,성남 판교역,https://kr.indeed.com/rc/clk?jk=5e6a30865a5ba13e&fccid=d29ddc820620b02e&vjs=3
게임밸런스 (게임 시뮬레이터),Success Korea,성남 분당구,https://kr.indeed.com/rc/clk?jk=9681ee519a4f870e&fccid=d29ddc820620b02e&vjs=3
Alibaba Cloud Intelligence Solutions Architect South Korea,Alibaba,서울,https://kr.indeed.com/rc/clk?jk=d8b903e3573250b1&fccid=4e75c921d3645259&vjs=3
빅데이터 분석/컨설팅(3년이상 경력),에이치알 코리아,서울,https://kr.indeed.com/rc/clk?jk=1686bc8fdc03fd84&fccid=fa0c631983acf2f6&vjs=3
"S/W 엔지니어, IT기술지원 신입/경력 정규직",시큐어키,서울 금천구,https://kr.indeed.com/rc/clk?jk=9a09dbf989f3801c&fccid=8d12eb6f6e6848d3&vjs=3
".NET, C·C++ 외 경력 정규직",아이비에스티,창원 마산회원구,https://kr.indeed.com/rc/clk?jk=112e28af2e5a7eaf&fccid=ce90243cb6d48b30&vjs=3
[ZUM] 데이터 사이언티스트 (경력),미래에셋제5호기업인수목적,서울 서초구,https://kr.indeed.com/rc/clk?jk=ad6b78e0fe568235&fccid=ab86455be0527699&vjs=3
Data Analytics,Success Korea,성남 판교역,https://kr.indeed.com/rc/clk?jk=f2c420c7e4dc9913&fccid=d29ddc820620b02e&vjs=3
Data Analyst (5년이상),Success Korea,서울,https://kr.indeed.com/rc/clk?jk=4075d8bfdc15d56d&fccid=d29ddc820620b02e&vjs=3
AI Algorithm Developer,펄핏,서울 강남구,https://kr.indeed.com/rc/clk?jk=88b7dece067cd1c6&fccid=7de729fac59952f3&vjs=3
검색서비스 개발 (5년이상),Success Korea,서울,https://kr.indeed.com/rc/clk?jk=53558c186f96422e&fccid=d29ddc820620b02e&vjs=3
데이터 사이언스,Success Korea,서울 강남구,https://kr.indeed.com/rc/clk?jk=e694ab3767521447&fccid=d29ddc820620b02e&vjs=3
보안 개발전문가,Success Korea,서울 삼성동,https://kr.indeed.com/rc/clk?jk=dcc2877b33c5b511&fccid=d29ddc820620b02e&vjs=3
서버개발자,Success Korea,성남 판교역,https://kr.indeed.com/rc/clk?jk=5e6a30865a5ba13e&fccid=d29ddc820620b02e&vjs=3
게임밸런스 (게임 시뮬레이터),Success Korea,성남 분당구,https://kr.indeed.com/rc/clk?jk=9681ee519a4f870e&fccid=d29ddc820620b02e&vjs=3
게임 인공지능(AI),Success Korea,성남 분당구,https://kr.indeed.com/rc/clk?jk=eade43a056215708&fccid=d29ddc820620b02e&vjs=3
Data Analyst,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=83a5b89e3b21d2ae&fccid=d29ddc820620b02e&vjs=3
테크니컬 아키텍트,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=bc4a0e62c7c3d510&fccid=d29ddc820620b02e&vjs=3
서비스 개발 및 관리,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=bbf36187bf5002f0&fccid=d29ddc820620b02e&vjs=3
Sr.Backend Developer(Fintech),Success Korea,서울,https://kr.indeed.com/rc/clk?jk=5548391bead30e27&fccid=d29ddc820620b02e&vjs=3
[NAVER Cloud] Naver Cloud Platform의 hypervisor orchestration 및 RESTful api 와 관리도구 개발 경력사원,네이버,서울,https://kr.indeed.com/rc/clk?jk=6767f04fa0a78e23&fccid=412ff571bced2587&vjs=3
빌링서버 개발자,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=d9f1c1b5579f37c4&fccid=d29ddc820620b02e&vjs=3
전자상거래 플랫폼 인프라 설계/구축/운영,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=9301688209a46cd7&fccid=d29ddc820620b02e&vjs=3
Quant 트레이딩 부문(마감),벨에포크자산운용,서울 신사동,https://kr.indeed.com/rc/clk?jk=8ca5db390266dbf6&fccid=b9736a8e1df5fdfb&vjs=3
머신러닝 (데이터플랫폼 구축 및 분석 시스템 개발)(3~12년 차) 경력자 (국내 대기업 계열 건설회사),에이치엘비파트너스,서울,https://kr.indeed.com/rc/clk?jk=1cc0e9aa192f7a6f&fccid=ef7ecb35bcf9a2de&vjs=3
"[(주)데이터누리] Java 개발자 신입, 경력",데이터누리,서울 강서구,https://kr.indeed.com/rc/clk?jk=643ef4db65461d01&fccid=54cdbbc080574e3e&vjs=3
[NAVER Cloud] 네이버클라우드 빅데이터플랫폼 상품개발 경력사원,Naver Business platform,성남 분당구,https://kr.indeed.com/rc/clk?jk=656ef93141f6f5f3&fccid=ae702970e0cbab81&vjs=3
데이터분석,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=67e90e28e81d778d&fccid=d29ddc820620b02e&vjs=3
대용량 분석환경 구축 경력사원,GS ITM,서울 종로구,https://kr.indeed.com/rc/clk?jk=c4a366512b19038e&fccid=619a8f6fadae8531&vjs=3
S/W Engineering Efficiency,Success Korea,성남 분당구,https://kr.indeed.com/rc/clk?jk=18848cd6c6f44fbe&fccid=d29ddc820620b02e&vjs=3
데이터 전문가,Success Korea,서울 삼성동,https://kr.indeed.com/rc/clk?jk=74c4f418a78c820f&fccid=d29ddc820620b02e&vjs=3
Text 분석,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=60097047695d7c71&fccid=d29ddc820620b02e&vjs=3
Cloud Platfrorm 개발 및 운영,Success Korea,성남 분당구,https://kr.indeed.com/rc/clk?jk=71ecd14b3431ac40&fccid=d29ddc820620b02e&vjs=3
웹개발자,글로벌 CRM 업체,서울,https://kr.indeed.com/rc/clk?jk=2514a0110f7d6932&fccid=9312591382284e08&vjs=3
머신러닝 엔지니어 (5년이상),Success Korea,서울,https://kr.indeed.com/rc/clk?jk=4703aab992909e94&fccid=d29ddc820620b02e&vjs=3
전산팀 개발 담당,Success Korea,서울 역삼동,https://kr.indeed.com/rc/clk?jk=2d6e7d69a6ba52d6&fccid=d29ddc820620b02e&vjs=3
플랫폼 백엔드 개발,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=9a159041784041c1&fccid=d29ddc820620b02e&vjs=3
Big Data Engineer,휴먼디지털,서울,https://kr.indeed.com/rc/clk?jk=6863b8ecbee9cb28&fccid=796208c8550d9592&vjs=3
SW개발 매니저,Success Korea,서울 삼성동,https://kr.indeed.com/rc/clk?jk=a758b91ea2f0dd2b&fccid=d29ddc820620b02e&vjs=3
Discovery(검색/추천) ML Engineer,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=62f4835c89011cd6&fccid=d29ddc820620b02e&vjs=3
보안개발자(ASAP),Success Korea,서울 삼성동,https://kr.indeed.com/rc/clk?jk=a979e53aa387868c&fccid=d29ddc820620b02e&vjs=3
일삼헤르츠(주) 웹개발 서비스 개발자 경력직,일삼헤르츠,서울,https://kr.indeed.com/rc/clk?jk=5003a0c1eab64760&fccid=dad70c78284428f0&vjs=3
백엔드 개발자(리드),Success Korea,서울 역삼역,https://kr.indeed.com/rc/clk?jk=1947d9fed6bf4e36&fccid=d29ddc820620b02e&vjs=3
웹개발자,Success Korea,서울 잠실역,https://kr.indeed.com/rc/clk?jk=2936adf2a7318db5&fccid=d29ddc820620b02e&vjs=3
서버 개발(사원~과장급),Success Korea,서울 가산디지털단지역,https://kr.indeed.com/rc/clk?jk=4801b7535e8bc40d&fccid=d29ddc820620b02e&vjs=3
"Imaging Scientist, Technology Development Center Korea",Success Korea,경기도 화성,https://kr.indeed.com/rc/clk?jk=dd525f7585490793&fccid=d29ddc820620b02e&vjs=3
Linux 서버 개발자,Success Korea,성남 판교역,https://kr.indeed.com/rc/clk?jk=fe69337a085bae5b&fccid=d29ddc820620b02e&vjs=3
"FinTech 보안, Abusing 분석 및 대응",Success Korea,성남 분당구,https://kr.indeed.com/rc/clk?jk=bf0a24270bcbe297&fccid=d29ddc820620b02e&vjs=3
Messenger Data Analytics and AI Platform 개발,Success Korea,성남 분당구,https://kr.indeed.com/rc/clk?jk=98f1d7a579da7730&fccid=d29ddc820620b02e&vjs=3
빅데이터 플랫폼 운영 및 분석구현,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=89d3bffd37a2487a&fccid=d29ddc820620b02e&vjs=3
Security Developer,Success Korea,서울 삼성동,https://kr.indeed.com/rc/clk?jk=ba3e218f3dfb8be7&fccid=d29ddc820620b02e&vjs=3
AI 기반 분석 플랫폼 개발,제이앤제이글로벌컨설팅,성남 분당구,https://kr.indeed.com/rc/clk?jk=b24e9ca2b35e6212&fccid=a75d649505dae63c&vjs=3
SW 개발,Success Korea,서울 신논현역,https://kr.indeed.com/rc/clk?jk=6561c937add50cc4&fccid=d29ddc820620b02e&vjs=3
포털 신규 검색기술 파일럿 개발(사원-차장),Success Korea,서울,https://kr.indeed.com/rc/clk?jk=15c8fa49b690a9e5&fccid=d29ddc820620b02e&vjs=3
제어 엔지니어,Success Korea,성남 중원구,https://kr.indeed.com/rc/clk?jk=560be5ee50752533&fccid=d29ddc820620b02e&vjs=3
저축은행 디지털마케팅본부 데이터분석 경력자,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=074bbbc1b7c4d596&fccid=b8ffa8936fc04868&vjs=3
AI 분석 및 컨설팅 부문_신입 1차,Success Korea,서울 선릉역,https://kr.indeed.com/rc/clk?jk=ae4be67aa7f08858&fccid=d29ddc820620b02e&vjs=3
IP/MPLS 개발자,Success Korea,성남 판교역,https://kr.indeed.com/rc/clk?jk=e9fec77057594ea7&fccid=d29ddc820620b02e&vjs=3
Back-end Developer 백엔드 개발자 (JAVA),Peer,서울 강남구,https://kr.indeed.com/rc/clk?jk=de02498698b3c239&fccid=236b7390cd01ae60&vjs=3
시스템 엔지니어,Success Korea,서울 쌍림동,https://kr.indeed.com/rc/clk?jk=378ba0857c42e407&fccid=d29ddc820620b02e&vjs=3
저축은행 앱마케팅팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=35cefd4d91c7b366&fccid=b8ffa8936fc04868&vjs=3
유망 AI 솔루션 개발사 AI 플랫폼 연구개발,유망 AI 솔루션 개발사 AI 플랫폼 연구개발,서울 강남구,https://kr.indeed.com/company/%EC%99%B8%EA%B5%AD%EA%B3%84-%EC%9D%98%EB%A3%8C%EA%B8%B0%EA%B8%B0-%ED%9A%8C%EC%82%AC(%EB%8C%80%EC%A0%84)/jobs/-320d493704b828ec?fccid=c5c0104119c5724a&vjs=3
TEST IT,Success Korea,인천 부평구,https://kr.indeed.com/rc/clk?jk=e51c8736967894d3&fccid=d29ddc820620b02e&vjs=3
Web 개발,Success Korea,서울 중구,https://kr.indeed.com/rc/clk?jk=c193b65defa6a4ec&fccid=d29ddc820620b02e&vjs=3
Senior Business Analyst (CRM Targeting),Coupang,서울,https://kr.indeed.com/rc/clk?jk=b6d4e5352f92aab9&fccid=56e12959d04ef145&vjs=3
영상보안 Application 개발 및 수행,Success Korea,서울 중구,https://kr.indeed.com/rc/clk?jk=493a39e613f9971a&fccid=d29ddc820620b02e&vjs=3
Data Analyst,Success Korea,서울 삼성동,https://kr.indeed.com/rc/clk?jk=1105b3bc2df8a01a&fccid=d29ddc820620b02e&vjs=3
Data engineer,Success Korea,서울 강남구,https://kr.indeed.com/rc/clk?jk=22b69448bcfcf9ed&fccid=d29ddc820620b02e&vjs=3
Fullstack Engineer,Beam,서울,https://kr.indeed.com/rc/clk?jk=2c64c8aeb5a39ff5&fccid=22886b3c7f7b927e&vjs=3
플랫폼(크라우드펀딩 혹은 마켓플레이스) IT 개발자,Success Korea,서울 강남구,https://kr.indeed.com/rc/clk?jk=44419308a1995b82&fccid=d29ddc820620b02e&vjs=3
저축은행 디지털뱅킹팀 데이터분석,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=51dcabafcf7a0bb0&fccid=b8ffa8936fc04868&vjs=3
디지털LAB 신기술파트,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=d24428ed26f0b058&fccid=b8ffa8936fc04868&vjs=3
응용프로그래머[팀장급],Success Korea,서울 성수동,https://kr.indeed.com/rc/clk?jk=70cec3def4ca3b27&fccid=d29ddc820620b02e&vjs=3
웹개발팀장,Success Korea,서울 잠실역,https://kr.indeed.com/rc/clk?jk=c4e7809eb035c7ee&fccid=d29ddc820620b02e&vjs=3
저축은행 디지털뱅킹팀 데이터분석 경력,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=53ced11b1e0addce&fccid=b8ffa8936fc04868&vjs=3
QA,Success Korea,서울 충무로역,https://kr.indeed.com/rc/clk?jk=3a521c162c858ff4&fccid=d29ddc820620b02e&vjs=3
저축은행 소비자금융본부 Data Science 팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=7376f377161ea4f2&fccid=b8ffa8936fc04868&vjs=3
저축은행 소비자금융 Data Science 팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=cdf617324298bb9d&fccid=b8ffa8936fc04868&vjs=3
"클라우드 서비스 개발자 중급(IaaS, PaaS)",SW개발전문회사,서울 마포구,https://kr.indeed.com/rc/clk?jk=785844821918d4ac&fccid=c65562e8b08355c6&vjs=3
저축은행 소비자금융 Data Science,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=9cd311595b3e4bea&fccid=b8ffa8936fc04868&vjs=3
ICT 서비스본부 디지털LAB,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=e0751dcb592aa9cc&fccid=b8ffa8936fc04868&vjs=3
AI SW 연구개발 부문_신입1차,Success Korea,서울 선릉역,https://kr.indeed.com/rc/clk?jk=e6c7287a781b7855&fccid=d29ddc820620b02e&vjs=3
응용프로그래머[초급],Success Korea,서울 성수동,https://kr.indeed.com/rc/clk?jk=bd7fef3a83bae958&fccid=d29ddc820620b02e&vjs=3
소프트웨어 개발 PM,SW개발전문회사,서울 목동,https://kr.indeed.com/rc/clk?jk=bfdb6d14b38319a1&fccid=c65562e8b08355c6&vjs=3
Data Scientist,Success Korea,서울 역삼동,https://kr.indeed.com/rc/clk?jk=12abe7e77fe54636&fccid=d29ddc820620b02e&vjs=3
"클라우드 서비스 개발자 중급 이상 (IaaS, PaaS)",SW개발전문회사,서울,https://kr.indeed.com/rc/clk?jk=71e2c13dfd486051&fccid=c65562e8b08355c6&vjs=3
Microsoft 기술지원(Azure),Success Korea,서울 논현동,https://kr.indeed.com/rc/clk?jk=5620b1845a6fad85&fccid=d29ddc820620b02e&vjs=3
Senior Business Analyst (HPC & Beauty Excellence),Coupang,서울,https://kr.indeed.com/rc/clk?jk=0bc2f1845eb6e623&fccid=56e12959d04ef145&vjs=3
저축은행 ICT빅데이터팀 데이터 분석 및 서비스 개발/운영,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=e88d9dd3a732ae60&fccid=b8ffa8936fc04868&vjs=3
Operations Manager (운영팀장) - 한국,Beam,서울,https://kr.indeed.com/rc/clk?jk=43bf0c7e2b10e9b5&fccid=22886b3c7f7b927e&vjs=3
Senior Fullstack Engineer,Beam,서울,https://kr.indeed.com/rc/clk?jk=346d38e7305a5d19&fccid=22886b3c7f7b927e&vjs=3
서버 시스템 or PHP 기반의 서버 엔지니어,Success Korea,서울 강남구,https://kr.indeed.com/rc/clk?jk=d98bd89a9218a693&fccid=d29ddc820620b02e&vjs=3
AI SW 연구개발 부문_경력직,Success Korea,서울 선릉역,https://kr.indeed.com/rc/clk?jk=0650ea3235dffeb2&fccid=d29ddc820620b02e&vjs=3
저축은행 디지털금융본부 Data Science 팀 CSS운영 경력자,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=720c87b5a84f3d11&fccid=b8ffa8936fc04868&vjs=3
NFS - Technical Artist,Success Korea,서울,https://kr.indeed.com/rc/clk?jk=3d2919e619aad7ea&fccid=d29ddc820620b02e&vjs=3
Technical Artist,Success Korea,서울 강남구,https://kr.indeed.com/rc/clk?jk=220551aa57f5eed8&fccid=d29ddc820620b02e&vjs=3
Full Stack engineer,Success Korea,서울 공덕동,https://kr.indeed.com/rc/clk?jk=f9ba0aceb3ab191b&fccid=d29ddc820620b02e&vjs=3
저축은행 디지털금융본부 Data Science 팀 신용평가 모형 개발 경력자,국내자본 저축은행,서울 구로구,https://kr.indeed.com/rc/clk?jk=040fc399ee73475e&fccid=b8ffa8936fc04868&vjs=3
응용프로그래머[JAVA],Success Korea,서울 성수동,https://kr.indeed.com/rc/clk?jk=de242c6c5e9207a9&fccid=d29ddc820620b02e&vjs=3
웹/응용프로그래머[JAVA],Success Korea,서울 성수동,https://kr.indeed.com/rc/clk?jk=311976c5906e5c25&fccid=d29ddc820620b02e&vjs=3
Back-end Software Engineer,Success Korea,서울 청담동,https://kr.indeed.com/rc/clk?jk=25c369885062d570&fccid=d29ddc820620b02e&vjs=3
"Senior, Back-end Engineer (Ads Relevance)",Coupang,서울,https://kr.indeed.com/rc/clk?jk=745730c0919d98f8&fccid=56e12959d04ef145&vjs=3
DevOps Developer(Cloud),Success Korea,서울 논현동,https://kr.indeed.com/rc/clk?jk=358bc3e678feaab7&fccid=d29ddc820620b02e&vjs=3
Microsoft Azure Cloud Solution Architect,Success Korea,서울 논현동,https://kr.indeed.com/rc/clk?jk=c3ea33eb7ad24308&fccid=d29ddc820620b02e&vjs=3
Server Developer(PHP),Success Korea,서울,https://kr.indeed.com/rc/clk?jk=c8869aca354714a1&fccid=d29ddc820620b02e&vjs=3
Sr. Server 개발(PHP),Success Korea,서울,https://kr.indeed.com/rc/clk?jk=345b281a6fc0c4f7&fccid=d29ddc820620b02e&vjs=3
Summer Internship: SW Engineer,Fasoo,서울 마포구,"https://kr.indeed.com/company/Fasoo,-Inc.-(%ED%8C%8C%EC%88%98%EB%8B%B7%EC%BB%B4)/jobs/Summer-Internship-179e7788400b43f5?fccid=93bbf536a03d6f21&vjs=3"
Data Scientist,Motion2AI,서울,https://kr.indeed.com/rc/clk?jk=2d3b7de44ce0cbeb&fccid=35f6dee5a4adf138&vjs=3
솔루션 엔지니어 (Network Infra),글로벌 네트워크 회사,서울 강남구,https://kr.indeed.com/company/Aims-International/jobs/%EC%86%94%EB%A3%A8%EC%85%98-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-c52b13ca64b943c1?fccid=def328ffc9620ff6&vjs=3
퀀트 개발자 (Quant Developer),ATZ Inc.,서울,https://kr.indeed.com/company/ATZ/jobs/%ED%80%80%ED%8A%B8-%EA%B0%9C%EB%B0%9C%EC%9E%90-27ea6faf6a8516fd?fccid=54c84e9e653ca7ce&vjs=3
[암 환자 분들을 케어할] 웹 개발자,바이오크(Biock),경기도 성남,https://kr.indeed.com/company/Biock/jobs/%EC%9B%B9-%EA%B0%9C%EB%B0%9C%EC%9E%90-a7c20f476b5e0a24?fccid=dd92eb4c7f3ab244&vjs=3
Software Engineer (Back-end),Streami,서울,https://kr.indeed.com/company/Streami/jobs/Software-Engineer-3d5f8e364a71247e?fccid=7c75d6b5108ae19c&vjs=3
Sr. Supply Chain Management Specialist(S&OP),Coupang,서울,https://kr.indeed.com/rc/clk?jk=671a33d305b4eb8e&fccid=56e12959d04ef145&vjs=3
NLP Engineer for AI Startup (remote),MIND AI,서울,https://kr.indeed.com/company/JNP-LAB/jobs/Nlp-Engineer-Ai-Startup-a22173d071050949?fccid=5cde252d550394d2&vjs=3
대기업 빅데이터 분석 전문가,국내 대기업 / 화물 운송업 / 조단위 이상 매출 기업,서울 중구,https://kr.indeed.com/rc/clk?cmp=%EA%B5%AD%EB%82%B4-%EB%8C%80%EA%B8%B0%EC%97%85-%2F-%ED%99%94%EB%AC%BC-%EC%9A%B4%EC%86%A1%EC%97%85-%2F-%EC%A1%B0%EB%8B%A8%EC%9C%84-%EC%9D%B4%EC%83%81-%EB%A7%A4%EC%B6%9C-%EA%B8%B0%EC%97%85&ti=&jk=9a22463bc591929d&fccid=9deeb8e451dd34b9&vjs=3
Field Service Engineer,Novetta,서울,https://kr.indeed.com/rc/clk?jk=49d127c231640d09&fccid=1d69e9a5b2cfbeca&vjs=3
QA Engineer,KidsLoop,서울,https://kr.indeed.com/rc/clk?jk=a0551b5024fc31cb&fccid=19f4c42fdc406625&vjs=3
Assistant Professor of Computational and Data Sciences (CDS),George Mason University Korea,인천 송도동,https://kr.indeed.com/rc/clk?jk=7af54571a6a84047&fccid=43b6a4ebbf013278&vjs=3
국내 메이저 건설회사 빅데이터/AI분야 전문가 채용,국내 메이저 건설회사 빅데이터/AI분야 전문가 채용,서울 종로구,https://kr.indeed.com/company/%EB%8D%94-%ED%9C%B4%EB%A8%BC/jobs/%EA%B5%AD%EB%82%B4-%EB%A9%94%EC%9D%B4%EC%A0%80-%EA%B1%B4%EC%84%A4-%EB%B9%85%EB%8D%B0%EC%9D%B4%ED%84%B0-Ai%EB%B6%84%EC%95%BC-%EC%A0%84%EB%AC%B8%EA%B0%80-4054e194e7a9ea06?fccid=3cfe13845f73c09f&vjs=3
Technical Enablement Manager - Seoul,Datadog,서울,https://kr.indeed.com/rc/clk?jk=2a18b5bf84c6aa36&fccid=448951d0ddf03e0c&vjs=3
AI 비전 인식 시스템 및 아키텍쳐 설계 알고리즘 개발,국내 대기업 / 화물 운송업 / 조단위 이상 매출 기업,서울 중구,https://kr.indeed.com/rc/clk?cmp=%EA%B5%AD%EB%82%B4-%EB%8C%80%EA%B8%B0%EC%97%85-%2F-%ED%99%94%EB%AC%BC-%EC%9A%B4%EC%86%A1%EC%97%85-%2F-%EC%A1%B0%EB%8B%A8%EC%9C%84-%EC%9D%B4%EC%83%81-%EB%A7%A4%EC%B6%9C-%EA%B8%B0%EC%97%85&ti=&jk=60e75853daa18533&fccid=9deeb8e451dd34b9&vjs=3
반도체 디자인 검증 엔지니어,10년 연혁의 팹리스기업,서울 강남구,https://kr.indeed.com/company/10%EB%85%84-%EC%97%B0%ED%98%81%EC%9D%98-%ED%8C%B9%EB%A6%AC%EC%8A%A4%EA%B8%B0%EC%97%85/jobs/%EB%B0%98%EB%8F%84%EC%B2%B4-%EB%94%94%EC%9E%90%EC%9D%B8-%EA%B2%80%EC%A6%9D-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-4ef945d1fd652c61?fccid=53ca199fe35946df&vjs=3
Solutions Engineer (과장 ~ 부장급),Cloud Security & Application,서울 강남구,https://kr.indeed.com/company/Aims-International/jobs/Solutions-Engineer-a25e09cf5d803404?fccid=def328ffc9620ff6&vjs=3
Junior Full-Stack Developer,Asiance,서울,https://kr.indeed.com/rc/clk?jk=7268328c0d71d81c&fccid=6b162f15e5951d5d&vjs=3
Full Stack Web developer,Wargaming,서울,https://kr.indeed.com/rc/clk?jk=0c3d5f6e463decba&fccid=b7500e7e780f55c4&vjs=3
